,Name,Location,Contact Number,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
10,Studio Diner,"4701 Ruffin Rd San Diego, CA 92123",(858) 715-6400,"Bussines hour: 7:00 AM -  9:00 PM Happy hour: 3:30 PM -  7:00 PM Today deal: $2 Off Glasses Of Wine / $5 Beers $4.48 Onion Rings, Farm Fries, Fried Pickles, Mozzarella Sticks / $4.98 Curds / $5.48 Chicken Strips / $6.98 Sliders / $8.48 Wings (12) / $9.45 Wings (15)","Bussines hour: 7:00 AM -  3:00 PM Happy hour: Not Happy Hour Today deal: $2 Off Glasses Of Wine / $5 Beers $4.48 Onion Rings, Farm Fries, Fried Pickles, Mozzarella Sticks / $4.98 Curds / $5.48 Chicken Strips / $6.98 Sliders / $8.48 Wings (12) / $9.45 Wings (15)","Bussines hour: 7:00 AM -  9:00 PM Happy hour: 3:30 PM -  7:00 PM Today deal: $2 Off Glasses Of Wine / $5 Beers $4.48 Onion Rings, Farm Fries, Fried Pickles, Mozzarella Sticks / $4.98 Curds / $5.48 Chicken Strips / $6.98 Sliders / $8.48 Wings (12) / $9.45 Wings (15)",Bussines hour: 7:00 AM -  9:00 PM Happy hour: 3:30 PM -  7:00 PM Today deal: No Specials,Bussines hour: 7:00 AM -  9:00 PM Happy hour: 3:30 PM -  7:00 PM Today deal: No Specials,"Bussines hour: 7:00 AM -  9:00 PM Happy hour: 3:30 PM -  7:00 PM Today deal: $2 Off Glasses Of Wine / $5 Beers $4.48 Onion Rings, Farm Fries, Fried Pickles, Mozzarella Sticks / $4.98 Curds / $5.48 Chicken Strips / $6.98 Sliders / $8.48 Wings (12) / $9.45 Wings (15)","Bussines hour: 7:00 AM -  9:00 PM Happy hour: 3:30 PM -  7:00 PM Today deal: $2 Off Glasses Of Wine / $5 Beers $4.48 Onion Rings, Farm Fries, Fried Pickles, Mozzarella Sticks / $4.98 Curds / $5.48 Chicken Strips / $6.98 Sliders / $8.48 Wings (12) / $9.45 Wings (15)"
11,Taste & Thirst,"715 Fourth Ave. San Diego, CA 92101",(619) 955-5995,"Bussines hour: 9:30 AM -  2:00 AM Happy hour: 3:00 PM -  8:00 PM Today deal: 1/2 Off All Drinks, Draft & Bottled Beers $1 Off All Burgers / $2 Off Boneless Wings / $3 Off Quesadillas / $4 Chicharones / $5 Lemon Pepper Fries / $6 Truffle Tots","Bussines hour: 3:00 PM -  2:00 AM Happy hour: 3:00 PM -  8:00 PM Today deal: 1/2 Off All Drinks, Draft & Bottled Beers $1 Off All Burgers / $2 Off Boneless Wings / $3 Off Quesadillas / $4 Chicharones / $5 Lemon Pepper Fries / $6 Truffle Tots","Bussines hour: 3:00 PM -  2:00 AM Happy hour: 3:00 PM -  8:00 PM Today deal: 1/2 Off All Drinks, Draft & Bottled Beers $1 Off All Burgers / $2 Off Boneless Wings / $3 Off Quesadillas / $4 Chicharones / $5 Lemon Pepper Fries / $6 Truffle Tots","Bussines hour: 9:30 AM -  2:00 AM Happy hour: 3:00 PM -  8:00 PM Today deal: 1/2 Off All Drinks, Draft & Bottled Beers $1 Off All Burgers / $2 Off Boneless Wings / $3 Off Quesadillas / $4 Chicharones / $5 Lemon Pepper Fries / $6 Truffle Tots","Bussines hour: 9:30 AM -  2:00 AM Happy hour: 3:00 PM -  8:00 PM Today deal: 1/2 Off All Drinks, Draft & Bottled Beers $1 Off All Burgers / $2 Off Boneless Wings / $3 Off Quesadillas / $4 Chicharones / $5 Lemon Pepper Fries / $6 Truffle Tots","Bussines hour: 9:30 AM -  2:00 AM Happy hour: 3:00 PM -  8:00 PM Today deal: 1/2 Off All Drinks, Draft & Bottled Beers $1 Off All Burgers / $2 Off Boneless Wings / $3 Off Quesadillas / $4 Chicharones / $5 Lemon Pepper Fries / $6 Truffle Tots","Bussines hour: 9:30 AM -  2:00 AM Happy hour: 3:00 PM -  8:00 PM Today deal: 1/2 Off All Drinks, Draft & Bottled Beers $1 Off All Burgers / $2 Off Boneless Wings / $3 Off Quesadillas / $4 Chicharones / $5 Lemon Pepper Fries / $6 Truffle Tots"
12,That Pizza Place,"2622 El Camino Real Unit B Carlsbad, CA 92008",(760) 434- 3171,Bussines hour: 11:00 AM -  8:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Bussines hour: 11:00 AM -  8:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: No Specials,"Bussines hour: 11:00 AM -  8:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Non-Alcoholic Beer / $6 Draft Pints / $7 Draft Kombucha Pints, Draft Cider Pints / $9 Glass of Wine on
Tap / $20 Draft Pitchers / $20 Carafes of Wine $2 Homemade Chips / $8 6-Piece Wings / $10 Sandwiches","Bussines hour: 11:00 AM -  8:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Non-Alcoholic Beer / $6 Draft Pints / $7 Draft Kombucha Pints, Draft Cider Pints / $9 Glass of Wine on
Tap / $20 Draft Pitchers / $20 Carafes of Wine $2 Homemade Chips / $8 6-Piece Wings / $10 Sandwiches","Bussines hour: 11:00 AM -  8:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Non-Alcoholic Beer / $6 Draft Pints / $7 Draft Kombucha Pints, Draft Cider Pints / $9 Glass of Wine on
Tap / $20 Draft Pitchers / $20 Carafes of Wine $2 Homemade Chips / $8 6-Piece Wings / $10 Sandwiches","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $4 Non-Alcoholic Beer / $6 Draft Pints / $7 Draft Kombucha Pints, Draft Cider Pints / $9 Glass of Wine on
Tap / $20 Draft Pitchers / $20 Carafes of Wine $2 Homemade Chips / $8 6-Piece Wings / $10 Sandwiches","Bussines hour: 11:00 AM -  9:00 PM Happy hour: Not Happy Hour Today deal: $4 Non-Alcoholic Beer / $6 Draft Pints / $7 Draft Kombucha Pints, Draft Cider Pints / $9 Glass of Wine on
Tap / $20 Draft Pitchers / $20 Carafes of Wine $2 Homemade Chips / $8 6-Piece Wings / $10 Sandwiches"
13,The Butcher Shop Steakhouse,"5255 Kearny Villa Rd. San Diego, CA 92123",(858) 565-2272,Bussines hour: 4:00 PM -  8:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Closed,Bussines hour: 11:00 AM -  8:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: Closed,"Bussines hour: 11:00 AM -  8:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Beer / $7 Glass of House White or Red, Well Drinks $7 Truffle Parmesan Fries, Parmesan Cheese Bread / $9 Beef Tenderloin Street Tacos (3) w/Chipotle Crema, Pickled Red Onions & Micro Cilantro / $10 Potato Skins w/Ranch Dressing / $13 Crispy Calamari w/Spicy Marinara & Aioli / $15 Artichoke Crab Cakes w/Roasted Red Bell Pepper Aioli, Steamed Mussels w/Lemon Thyme Cream / $20 Charbroiled Oysters On The Half Shell (6)","Bussines hour: 11:00 AM -  8:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Beer / $7 Glass of House White or Red, Well Drinks $7 Truffle Parmesan Fries, Parmesan Cheese Bread / $9 Beef Tenderloin Street Tacos (3) w/Chipotle Crema, Pickled Red Onions & Micro Cilantro / $10 Potato Skins w/Ranch Dressing / $13 Crispy Calamari w/Spicy Marinara & Aioli / $15 Artichoke Crab Cakes w/Roasted Red Bell Pepper Aioli, Steamed Mussels w/Lemon Thyme Cream / $20 Charbroiled Oysters On The Half Shell (6)","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Beer / $7 Glass of House White or Red, Well Drinks $7 Truffle Parmesan Fries, Parmesan Cheese Bread / $9 Beef Tenderloin Street Tacos (3) w/Chipotle Crema, Pickled Red Onions & Micro Cilantro / $10 Potato Skins w/Ranch Dressing / $13 Crispy Calamari w/Spicy Marinara & Aioli / $15 Artichoke Crab Cakes w/Roasted Red Bell Pepper Aioli, Steamed Mussels w/Lemon Thyme Cream / $20 Charbroiled Oysters On The Half Shell (6)","Bussines hour: 4:00 PM -  9:00 PM Happy hour: Not Happy Hour Today deal: $2 Off All Beer / $7 Glass of House White or Red, Well Drinks $7 Truffle Parmesan Fries, Parmesan Cheese Bread / $9 Beef Tenderloin Street Tacos (3) w/Chipotle Crema, Pickled Red Onions & Micro Cilantro / $10 Potato Skins w/Ranch Dressing / $13 Crispy Calamari w/Spicy Marinara & Aioli / $15 Artichoke Crab Cakes w/Roasted Red Bell Pepper Aioli, Steamed Mussels w/Lemon Thyme Cream / $20 Charbroiled Oysters On The Half Shell (6)"
14,The Field Irish Pub,"544 Fifth Ave. San Diego, CA 92101",(619) 232-9840,"Bussines hour: 9:00 AM - 12:00 AM Happy hour: 9:00 AM -  3:00 PM Today deal: $8 Mimosa (OJ, Cranberry or Ribena) / $10 - $12 Signature Brunch Drinks / $20 Bottomless Mimosa $14 - $22 Brunch Menu","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $8 Mimosa (OJ, Cranberry or Ribena) / $10 - $12 Signature Brunch Drinks / $20 Bottomless Mimosa $14 - $22 Brunch Menu","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $8 Mimosa (OJ, Cranberry or Ribena) / $10 - $12 Signature Brunch Drinks / $20 Bottomless Mimosa $14 - $22 Brunch Menu","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off Specialty Cocktails / $6 Select 20oz. Draft Beer, House Wines & Well Cocktails  $3 Black & Blue Slider, Pub Burger Slider / $6 Curry Fries / $7 Irish Potato Skins / $15 Combo Platter: Irish Skins, Crispy Onion Rings, House Chips, Chicken Tenders","Bussines hour: 11:00 AM - 12:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off Specialty Cocktails / $6 Select 20oz. Draft Beer, House Wines & Well Cocktails  $3 Black & Blue Slider, Pub Burger Slider / $6 Curry Fries / $7 Irish Potato Skins / $15 Combo Platter: Irish Skins, Crispy Onion Rings, House Chips, Chicken Tenders","Bussines hour: 11:00 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off Specialty Cocktails / $6 Select 20oz. Draft Beer, House Wines & Well Cocktails  $3 Black & Blue Slider, Pub Burger Slider / $6 Curry Fries / $7 Irish Potato Skins / $15 Combo Platter: Irish Skins, Crispy Onion Rings, House Chips, Chicken Tenders","Bussines hour: 9:00 AM -  2:00 AM Happy hour: 9:00 AM -  3:00 PM Today deal: $2 Off Specialty Cocktails / $6 Select 20oz. Draft Beer, House Wines & Well Cocktails  $3 Black & Blue Slider, Pub Burger Slider / $6 Curry Fries / $7 Irish Potato Skins / $15 Combo Platter: Irish Skins, Crispy Onion Rings, House Chips, Chicken Tenders"
15,O'Brien's Pub,"4646 Convoy St San Diego, CA 921111",(858) 715-1745,Bussines hour: 12:00 PM -  6:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Bussines hour: 11:00 AM - 10:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: No Specials,Bussines hour: 11:00 AM - 10:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $1 Off All Pints,Bussines hour: 11:00 AM - 10:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $1 Off All Pints,Bussines hour: 11:00 AM - 10:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $1 Off All Pints $4+ Craft Tacos,Bussines hour: 11:00 AM - 11:00 PM Happy hour: 3:00 PM -  5:00 PM Today deal: $1 Off All Pints $4+ Craft Tacos,Bussines hour: 11:00 AM - 11:00 PM Happy hour: Not Happy Hour Today deal: $1 Off All Pints $4+ Craft Tacos
16,Coasterra,"880 Harbor Island Dr. San Diego, CA 92101",(619) 814-1300,Bussines hour: 11:30 AM -  9:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Bussines hour: 11:30 AM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: No Specials,"Bussines hour: 11:30 AM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: $6 Select Draft & Bottled Beer / $10 House Red or White Wine by the Glass, Signature Cocktails $10 Appetizers: Caesar Salad, Coasterra Guacamole, Potato Flautas, Crispy Masa Calamari, Ceviche Clasico","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: $6 Select Draft & Bottled Beer / $10 House Red or White Wine by the Glass, Signature Cocktails $10 Appetizers: Caesar Salad, Coasterra Guacamole, Potato Flautas, Crispy Masa Calamari, Ceviche Clasico","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: $6 Select Draft & Bottled Beer / $10 House Red or White Wine by the Glass, Signature Cocktails $10 Appetizers: Caesar Salad, Coasterra Guacamole, Potato Flautas, Crispy Masa Calamari, Ceviche Clasico","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: $6 Select Draft & Bottled Beer / $10 House Red or White Wine by the Glass, Signature Cocktails $10 Appetizers: Caesar Salad, Coasterra Guacamole, Potato Flautas, Crispy Masa Calamari, Ceviche Clasico","Bussines hour: 11:30 AM -  9:00 PM Happy hour: Not Happy Hour Today deal: $6 Select Draft & Bottled Beer / $10 House Red or White Wine by the Glass, Signature Cocktails $10 Appetizers: Caesar Salad, Coasterra Guacamole, Potato Flautas, Crispy Masa Calamari, Ceviche Clasico"
17,Dobson's,"956 Broadway Circle San Diego, CA 92101",(619) 231-6771,Closed,"Bussines hour: 11:30 AM -  9:00 PM Happy hour: 4:00 PM -  7:00 PM Today deal: $7 House Wine, Well Drinks, Draft Beer $8 Dobson’s Mussel Bisque en Croûte / $10 BBQ Wings Chops, Fresh Mozzarella Tempura Croquettes, Green Hummus Verde, Guacamole and Brie Bruschetta / $12 Dobson’s Bar Room Burger w/Fries, Pizza on the Bar, Les Escargots a’ la Bourguignonne / $14 Brie en Croute- Dry Fruits, Carne Cruda (Beef Tartare) / $15 Steamed Mediterranean Mussels / $16 Charcuterie Plate, L’ Assiette De Fromages","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 4:00 PM -  7:00 PM Today deal: $7 House Wine, Well Drinks, Draft Beer $8 Dobson’s Mussel Bisque en Croûte / $10 BBQ Wings Chops, Fresh Mozzarella Tempura Croquettes, Green Hummus Verde, Guacamole and Brie Bruschetta / $12 Dobson’s Bar Room Burger w/Fries, Pizza on the Bar, Les Escargots a’ la Bourguignonne / $14 Brie en Croute- Dry Fruits, Carne Cruda (Beef Tartare) / $15 Steamed Mediterranean Mussels / $16 Charcuterie Plate, L’ Assiette De Fromages","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 4:00 PM -  7:00 PM Today deal: $7 House Wine, Well Drinks, Draft Beer $8 Dobson’s Mussel Bisque en Croûte / $10 BBQ Wings Chops, Fresh Mozzarella Tempura Croquettes, Green Hummus Verde, Guacamole and Brie Bruschetta / $12 Dobson’s Bar Room Burger w/Fries, Pizza on the Bar, Les Escargots a’ la Bourguignonne / $14 Brie en Croute- Dry Fruits, Carne Cruda (Beef Tartare) / $15 Steamed Mediterranean Mussels / $16 Charcuterie Plate, L’ Assiette De Fromages","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 4:00 PM -  7:00 PM Today deal: $7 House Wine, Well Drinks, Draft Beer $8 Dobson’s Mussel Bisque en Croûte / $10 BBQ Wings Chops, Fresh Mozzarella Tempura Croquettes, Green Hummus Verde, Guacamole and Brie Bruschetta / $12 Dobson’s Bar Room Burger w/Fries, Pizza on the Bar, Les Escargots a’ la Bourguignonne / $14 Brie en Croute- Dry Fruits, Carne Cruda (Beef Tartare) / $15 Steamed Mediterranean Mussels / $16 Charcuterie Plate, L’ Assiette De Fromages","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 4:00 PM -  7:00 PM Today deal: $7 House Wine, Well Drinks, Draft Beer $8 Dobson’s Mussel Bisque en Croûte / $10 BBQ Wings Chops, Fresh Mozzarella Tempura Croquettes, Green Hummus Verde, Guacamole and Brie Bruschetta / $12 Dobson’s Bar Room Burger w/Fries, Pizza on the Bar, Les Escargots a’ la Bourguignonne / $14 Brie en Croute- Dry Fruits, Carne Cruda (Beef Tartare) / $15 Steamed Mediterranean Mussels / $16 Charcuterie Plate, L’ Assiette De Fromages","Bussines hour: 3:00 PM -  9:00 PM Happy hour: Not Happy Hour Today deal: $7 House Wine, Well Drinks, Draft Beer $8 Dobson’s Mussel Bisque en Croûte / $10 BBQ Wings Chops, Fresh Mozzarella Tempura Croquettes, Green Hummus Verde, Guacamole and Brie Bruschetta / $12 Dobson’s Bar Room Burger w/Fries, Pizza on the Bar, Les Escargots a’ la Bourguignonne / $14 Brie en Croute- Dry Fruits, Carne Cruda (Beef Tartare) / $15 Steamed Mediterranean Mussels / $16 Charcuterie Plate, L’ Assiette De Fromages"
18,C Level,"880 Harbor Island Drive San Diego, CA 92101",(619) 298-6802,Bussines hour: 4:00 PM -  9:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Closed,Bussines hour: 5:00 PM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: Closed,"Bussines hour: 5:00 PM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: $5 Bud Light / $6 Select Local Craft Beer / $10 Select Libations $10 Bites: Chicken Pot Stickers, Crispy Calamari, Coconut Shrimp, Steamed Mussels, Chef Deborah's Pepita & Sesame Crusted Brie, C-Level Caesar Salad","Bussines hour: 5:00 PM -  9:00 PM Happy hour: 3:30 PM -  5:30 PM Today deal: $5 Bud Light / $6 Select Local Craft Beer / $10 Select Libations $10 Bites: Chicken Pot Stickers, Crispy Calamari, Coconut Shrimp, Steamed Mussels, Chef Deborah's Pepita & Sesame Crusted Brie, C-Level Caesar Salad","Bussines hour: 5:00 PM -  9:30 PM Happy hour: 3:30 PM -  5:30 PM Today deal: $5 Bud Light / $6 Select Local Craft Beer / $10 Select Libations $10 Bites: Chicken Pot Stickers, Crispy Calamari, Coconut Shrimp, Steamed Mussels, Chef Deborah's Pepita & Sesame Crusted Brie, C-Level Caesar Salad","Bussines hour: 4:00 PM -  9:30 PM Happy hour: Not Happy Hour Today deal: $5 Bud Light / $6 Select Local Craft Beer / $10 Select Libations $10 Bites: Chicken Pot Stickers, Crispy Calamari, Coconut Shrimp, Steamed Mussels, Chef Deborah's Pepita & Sesame Crusted Brie, C-Level Caesar Salad"
19,Pacific Social,"6025 Village Way San Diego, CA 92130",(858) 720-6645,"Bussines hour: 10:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Specialty Cocktails / $7 Well Drinks, Select Draft Beer, 26oz. Pacific Social Blonde Ale / $8 House Wines / $9 Frosé 4 Days $9 Fish Taco Duo, Brussels Sprouts, Crispy Asparagus / $10 Soft Pretzel Sticks w/Rouleur Beer Cheese, Chef's Flatbread, Marinated Grilled Artichoke",Closed,"Bussines hour: 3:00 PM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Specialty Cocktails / $7 Well Drinks, Select Draft Beer, 26oz. Pacific Social Blonde Ale / $8 House Wines / $9 Frosé 4 Days $9 Fish Taco Duo, Brussels Sprouts, Crispy Asparagus / $10 Soft Pretzel Sticks w/Rouleur Beer Cheese, Chef's Flatbread, Marinated Grilled Artichoke","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Specialty Cocktails / $7 Well Drinks, Select Draft Beer, 26oz. Pacific Social Blonde Ale / $8 House Wines / $9 Frosé 4 Days $9 Fish Taco Duo, Brussels Sprouts, Crispy Asparagus / $10 Soft Pretzel Sticks w/Rouleur Beer Cheese, Chef's Flatbread, Marinated Grilled Artichoke","Bussines hour: 11:30 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Specialty Cocktails / $7 Well Drinks, Select Draft Beer, 26oz. Pacific Social Blonde Ale / $8 House Wines / $9 Frosé 4 Days $9 Fish Taco Duo, Brussels Sprouts, Crispy Asparagus / $10 Soft Pretzel Sticks w/Rouleur Beer Cheese, Chef's Flatbread, Marinated Grilled Artichoke","Bussines hour: 11:30 AM - 10:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Specialty Cocktails / $7 Well Drinks, Select Draft Beer, 26oz. Pacific Social Blonde Ale / $8 House Wines / $9 Frosé 4 Days $9 Fish Taco Duo, Brussels Sprouts, Crispy Asparagus / $10 Soft Pretzel Sticks w/Rouleur Beer Cheese, Chef's Flatbread, Marinated Grilled Artichoke","Bussines hour: 10:00 AM - 10:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $2 Off All Specialty Cocktails / $7 Well Drinks, Select Draft Beer, 26oz. Pacific Social Blonde Ale / $8 House Wines / $9 Frosé 4 Days $9 Fish Taco Duo, Brussels Sprouts, Crispy Asparagus / $10 Soft Pretzel Sticks w/Rouleur Beer Cheese, Chef's Flatbread, Marinated Grilled Artichoke"
20,Jose's Court Room,"1037 Prospect St. La Jolla, CA 92037",(858) 454-7655,Bussines hour: 11:00 AM - 10:00 PM Happy hour: Not Happy Hour Today deal: No Specials,Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: No Specials,"Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM -  9:00 PM Happy hour: 3:00 PM -  6:00 PM Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM - 10:00 PM Happy hour: Not Happy Hour Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  20% Off All Appetizers (Reg. Price $12.49 - $16.49): Guacamole, Queso Dip, Eloté Dip, Chicken Taquitos, Nachos, Dip Trio, Shrimp Ceviche","Bussines hour: 11:00 AM - 10:00 PM Happy hour: Not Happy Hour Today deal: $5 House Margarita on the Rocks, Select Draft Pints / $18 Select Draft Pitchers / $21 Margarita on the Rocks Pitcher  $3 Street Taco"
21,The Shack Bar & Grill,"6941 La Jolla Blvd. La Jolla, CA 92037",(858) 454-5280,"Bussines hour: 11:30 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off All Well Cocktails, Draft Beer, Wine & Champagne  $4.95 Classic Corn Dog, Buttered Soft Pretzel / $6.95 Basket of Fries or Tots: Regular or Garlic / $10.95 Cheese Quesadilla / $11.95 Chicken Tenders / $12.95 Chicken Caesar Salad","Bussines hour: 11:30 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off All Well Cocktails, Draft Beer, Wine & Champagne  $4.95 Classic Corn Dog, Buttered Soft Pretzel / $6.95 Basket of Fries or Tots: Regular or Garlic / $10.95 Cheese Quesadilla / $11.95 Chicken Tenders / $12.95 Chicken Caesar Salad","Bussines hour: 11:30 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off All Well Cocktails, Draft Beer, Wine & Champagne  $4.95 Classic Corn Dog, Buttered Soft Pretzel / $6.95 Basket of Fries or Tots: Regular or Garlic / $10.95 Cheese Quesadilla / $11.95 Chicken Tenders / $12.95 Chicken Caesar Salad","Bussines hour: 11:30 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off All Well Cocktails, Draft Beer, Wine & Champagne  $4.95 Classic Corn Dog, Buttered Soft Pretzel / $6.95 Basket of Fries or Tots: Regular or Garlic / $10.95 Cheese Quesadilla / $11.95 Chicken Tenders / $12.95 Chicken Caesar Salad","Bussines hour: 11:30 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off All Well Cocktails, Draft Beer, Wine & Champagne  $4.95 Classic Corn Dog, Buttered Soft Pretzel / $6.95 Basket of Fries or Tots: Regular or Garlic / $10.95 Cheese Quesadilla / $11.95 Chicken Tenders / $12.95 Chicken Caesar Salad","Bussines hour: 11:30 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off All Well Cocktails, Draft Beer, Wine & Champagne  $4.95 Classic Corn Dog, Buttered Soft Pretzel / $6.95 Basket of Fries or Tots: Regular or Garlic / $10.95 Cheese Quesadilla / $11.95 Chicken Tenders / $12.95 Chicken Caesar Salad","Bussines hour: 11:30 AM -  2:00 AM Happy hour: 3:00 PM -  7:00 PM Today deal: $2 Off All Well Cocktails, Draft Beer, Wine & Champagne  $4.95 Classic Corn Dog, Buttered Soft Pretzel / $6.95 Basket of Fries or Tots: Regular or Garlic / $10.95 Cheese Quesadilla / $11.95 Chicken Tenders / $12.95 Chicken Caesar Salad"
